Date,Close,High,Low,Open,Volume
2024-07-01,540.2236328125,540.758544752217,537.4300828689322,540.5108902585941,40297800
2024-07-02,543.8592529296875,543.8592529296875,538.5495544229893,538.5990732354992,40434800
2024-07-03,546.2862548828125,546.6527787264998,543.5026205641852,543.5422235199119,32789900
2024-07-05,549.4363403320312,549.8424670776978,545.9493458886657,546.5932717248053,41488400
2024-07-08,550.0704345703125,551.0313050825548,548.990634263357,550.2289068590482,36110500
2024-07-09,550.6052856445312,551.9525115685751,550.3081123469514,551.0411599684893,27289700
2024-07-10,556.0537109375,556.4004030574295,551.5464110657902,551.843584377519,38701200
2024-07-11,551.2590942382812,557.0542459098444,550.6152288053468,556.1725813645302,53054200
2024-07-12,554.7361450195312,558.3816118783382,551.9228238555439,552.3983011311424,53084400
2024-07-15,556.26171875,559.5406617004013,554.3795204861657,556.7570277181121,40584300
2024-07-16,559.5604858398438,559.8576591562987,556.8263704034057,557.589165634412,36475300
2024-07-17,551.71484375,555.2513576014627,551.3879228494364,553.5573788940302,57119000
2024-07-18,547.4749145507812,554.2705999484662,545.2658557697873,553.2700660994436,56270400
2024-07-19,543.8394165039062,548.8816891943164,542.7695320353313,547.2372293030306,65509100
2024-07-22,549.4463500976562,550.0605284790182,545.8504015789395,547.8118060573195,43346700
2024-07-23,548.5844116210938,551.5166019194357,548.0891026693448,549.3372304392366,34439600
2024-07-24,536.1521606445312,544.0176699808688,535.2209773062864,543.7105808194543,74515300
2024-07-25,533.3585815429688,542.3237223216066,532.4076270111065,536.2710007218393,61158300
2024-07-26,539.3320922851562,542.0562919162144,536.4097569520611,537.192383905728,53763800
2024-07-29,539.6490478515625,541.9175412062577,537.6281485235597,540.8972361512061,39515800
2024-07-30,536.9149780273438,542.2049049678778,533.4676465939222,541.1350205544782,46853600
2024-07-31,545.642333984375,548.3070989978249,542.4426569823155,543.8294859958498,65663400
2024-08-01,537.9154663085938,549.6641807633281,534.3690370943198,547.3857715555625,76428700
2024-08-02,527.900390625,531.9519846487756,523.6406845786929,530.7236279231074,82789100
2024-08-05,512.5259399414062,518.6677835651788,505.48263031997044,506.83980235904284,146267400
2024-08-06,517.251220703125,524.7798934319092,513.0113465770287,514.348656712232,84826300
2024-08-07,513.7938842773438,526.6026277008622,513.1896218330463,523.5118440416625,70698300
2024-08-08,525.6715087890625,526.3054584092854,516.9441659152586,518.9946921355962,63276600
2024-08-09,527.9894409179688,529.495199519807,523.6010107428957,524.8392831555863,45619600
2024-08-12,528.2669067382812,530.7037884446491,525.9686656073576,529.1980901235476,42542100
2024-08-13,536.95458984375,537.1923889659508,531.2486806240174,531.4963351382646,52333100
2024-08-14,538.6485595703125,539.847229165935,535.052611245972,537.7569791487715,42446900
2024-08-15,547.881103515625,548.168360968592,543.730411684699,544.3445900065761,60846800
2024-08-16,549.1094360351562,549.8127965494804,546.0880633659141,546.246535635152,44430700
2024-08-19,554.3597412109375,554.3597412109375,548.6636875389138,549.5255203879397,39121800
2024-08-20,553.458251953125,555.5781888434063,552.101110220216,553.9040421160377,33732300
2024-08-21,555.3602294921875,556.8362405615584,549.5254752640853,554.5182284209087,41514600
2024-08-22,551.0015258789062,557.8962490623195,549.7731692085193,557.2820707271261,56121500
2024-08-23,556.8560791015625,557.8070941103703,552.0614615681247,554.2804965886761,50639400
2024-08-26,555.5286254882812,558.6193486946379,553.8049599073349,557.896216929936,35788600
2024-08-27,556.2914428710938,556.7867518721707,553.0818502181188,554.240856351132,32693900
2024-08-28,553.06201171875,556.3806182627299,549.8325873973797,555.9447439286333,41066000
2024-08-29,553.1115112304688,558.3915218624276,551.9525051521193,555.0531441896234,38715200
2024-08-30,558.3914794921875,558.9066201379308,551.9128603217616,555.5088080641243,62700100
2024-09-03,546.9004516601562,555.548528231576,544.3545559151986,555.2116914777071,60600100
2024-09-04,545.781005859375,549.2283371934773,544.304994695349,545.0380423502995,47224900
2024-09-05,544.4535522460938,548.6042441438841,541.9670913565726,545.7215723262182,44264300
2024-09-06,535.290283203125,546.4248189179493,534.3789316488474,544.7804197789798,68493800
2024-09-09,541.2835083007812,542.5713599602232,537.588522826048,539.5400715589968,40445800
2024-09-10,543.6412963867188,543.9979648614943,538.2820789602596,543.2153378505611,36394600
2024-09-11,549.2183837890625,550.1495670752728,534.8940870094609,543.5520781692663,75248600
2024-09-12,553.8446655273438,554.151754700655,547.5542047078643,549.80292700237,51892700
2024-09-13,556.7372436523438,557.747693381765,554.2012639371025,554.4588342965648,39310500
2024-09-16,557.5594482421875,557.8268739812047,554.6470289741064,556.4697321910213,36656100
2024-09-17,557.7872924804688,561.2643713841238,555.5286543862046,559.7982156086712,49321000
2024-09-18,556.1329956054688,563.354579399442,555.5683360633434,558.4510079757443,59044900
2024-09-19,565.623046875,567.5052452619498,562.7502909495536,565.6527944370424,75315500
2024-09-20,564.6453247070312,565.6985982057745,561.584845604879,564.237952213736,77503100
2024-09-23,566.0562744140625,566.7121216588677,564.4962264504853,565.7284114396389,44116900
2024-09-24,567.6759033203125,567.7355202798775,563.9993624192057,566.8610977742745,46805700
2024-09-25,566.4239501953125,568.2622511765038,565.301113457304,567.5170087741786,38428600
2024-09-26,568.6696166992188,571.064362885533,566.2848774298052,570.7364392510955,48336000
2024-09-27,567.8448486328125,570.5774039966909,566.8015214416548,569.7527127715928,42100900
2024-09-30,570.120361328125,570.7364235043248,564.4763997038558,566.8015219435828,63557400
2024-10-01,565.012939453125,570.4184330981693,562.409564342811,569.7626465103712,72668800
2024-10-02,565.25146484375,566.2849064967246,561.6842717014576,564.108796170998,38097800
2024-10-03,564.2180786132812,566.185499206709,561.9028418329451,563.7609747596233,40846500
2024-10-04,569.3452758789062,569.7228701967099,564.4962273588824,568.7192674387571,42939100
2024-10-07,564.1981811523438,568.3318263939267,563.0356199616413,567.6759791031835,49964700
2024-10-08,569.5341186523438,570.1402952518803,565.9172548337782,566.8015630876895,37398700
2024-10-09,573.4789428710938,574.0453343695604,568.9180327244846,569.5241486507804,37912200
2024-10-10,572.475341796875,573.9161558957669,570.8457305312595,572.117640001393,44138100
2024-10-11,575.9034423828125,576.6486847463361,572.2566794174254,572.3958058807981,42268000
2024-10-14,580.6134033203125,581.5573891736228,577.0461496161133,577.533031622562,36217200
2024-10-15,576.1021728515625,581.1896890869497,574.8699878939491,580.8816580095407,54203600
2024-10-16,578.606201171875,579.1328682582629,575.2874222334457,576.1022278881695,30725400
2024-10-17,578.6558227539062,582.4019270642203,578.4670255981297,582.1932373716321,34393700
2024-10-18,580.8816528320312,581.6765658652295,578.8843936568359,580.3649320688628,37416800
2024-10-21,579.927734375,581.1399661656003,576.9169261394305,580.1463096888544,36439000
2024-10-22,579.6197509765625,580.7922584378235,576.6983982686804,577.3641311814339,34183800
2024-10-23,574.3235473632812,578.0199813159995,570.7761861542631,577.5728237328826,49314600
2024-10-24,575.5655517578125,576.3803573236686,572.91250602068,576.3008478263231,34979900
2024-10-25,575.3668212890625,580.7524830298728,574.4129498913522,577.82118431004,47268200
2024-10-28,577.1455688476562,579.013648071529,576.8375377335062,578.8844678641772,30174700
2024-10-29,578.0795288085938,579.2122510622435,574.7606896006656,576.1716647696521,42899700
2024-10-30,576.3307495117188,579.6197502905108,575.6152852535009,577.6025983681301,41435800
2024-10-31,565.0328979492188,571.9785478103307,564.8341545016019,571.9089845712656,60182500
2024-11-01,567.4176025390625,571.8990031889416,567.0002837782789,567.6958554782392,45667500
2024-11-04,566.1953735351562,568.8683117841309,564.2875701521782,567.5566780058409,38217000
2024-11-05,573.041748046875,573.0814724758461,566.9009578077806,567.1195331390961,39478300
2024-11-06,587.290771484375,588.1751404085513,581.6766481170673,585.4624773142872,68182000
2024-11-07,591.8317260742188,592.8651676361171,589.2382971968773,589.3178066973262,47233200
2024-11-08,594.3953857421875,595.8361998006164,592.3881801994943,592.3881801994943,46444900
2024-11-11,594.9617309570312,596.362759831691,593.2128859447075,596.0050580740726,37586800
2024-11-12,593.1136474609375,595.48844063711,590.5996671575766,594.8823246679941,43006100
2024-11-13,593.4017333984375,595.4287708447639,591.1858987893664,593.5805842924092,47388600
2024-11-14,589.5860595703125,594.0177893902365,588.8905485392219,593.5309074092812,38904100
2024-11-15,582.0343017578125,586.456085364698,580.1562763950889,585.979088998431,75988800
2024-11-18,584.4190673828125,585.75053306763,581.6268951744081,582.5012570573457,37084100
2024-11-19,586.555419921875,587.2907160283254,580.3252349064234,581.0009140487828,49412000
2024-11-20,586.754150390625,587.0422889360375,580.9213917152948,586.6349164650766,50032600
2024-11-21,589.904052734375,591.344866826489,583.7235382544677,589.6358067130162,46750300
2024-11-22,591.732421875,592.3683766226027,589.3874069721955,589.8941208684593,38226400
2024-11-25,593.7396240234375,597.0484566493915,591.4243872937958,595.7169908429067,42441400
2024-11-26,596.8397827148438,597.5154618364036,594.2761320418831,595.0014818573266,45621300
2024-11-27,595.0313110351562,597.0384558306165,593.4911556618155,596.6509759062111,34000200
2024-11-29,598.7277221679688,599.5226352519451,595.5778479906228,595.856040278423,30177400
2024-12-02,599.8009033203125,600.4865287602358,598.648227768682,599.1450560396994,31746000
2024-12-03,600.0790405273438,600.3274546400478,598.5190532697817,599.5623804135435,26906600
2024-12-04,603.8052978515625,604.0537119830409,601.1125274810446,601.7882066409081,42787600
2024-12-05,602.8116455078125,604.6201076752798,602.4539437115175,603.8053020406198,28762200
2024-12-06,603.954345703125,605.2063625778626,603.1693789132718,603.5866976555247,31241500
2024-12-09,600.8441772460938,604.0039974916313,600.2480076329648,603.8350928759075,34742700
2024-12-10,598.9761352539062,601.9571047996105,598.3104023701336,601.5298397758172,37234500
2024-12-11,603.6065673828125,604.5703850257809,601.6589789125985,601.9372318289047,28677700
2024-12-12,600.4964599609375,603.3084642377864,600.4964599609375,602.7321871244142,31543800
2024-12-13,600.3772583007812,603.2787185052333,598.9861148428745,602.5533686161162,35904700
2024-12-16,602.9407958984375,603.9245667615821,601.370862320769,602.1558291096032,43695200
2024-12-17,600.4566650390625,601.3310876116105,599.0655823267214,600.3573236481737,55773500
2024-12-18,582.5609741210938,602.5632240884986,582.1734335224694,600.1486460207312,108248700
2024-12-19,582.3820190429688,589.2382727831096,582.1336049313401,587.6086616553114,85919500
2024-12-20,589.3770751953125,593.963254751842,579.1677354036608,580.0252023798975,125716700
2024-12-23,592.9064331054688,593.5145890145251,585.8974879778806,589.1178420766572,57635800
2024-12-24,599.49658203125,599.5365010094702,593.6840502010506,594.2723074608894,33160100
2024-12-26,599.5364990234375,600.673033709029,596.286266618511,597.7019907423149,41219100
2024-12-27,593.2254638671875,595.9871755936747,588.9882104091681,595.7478442826339,64969300
2024-12-30,586.455810546875,589.9652730101648,582.6572397439561,586.1268440800185,56578800
